application_id,gender,international,gpa,major,race,gmat,work_exp,work_industry,admission
4639,Male,False,3.26,Humanities,Asian,700.0,1.0,Consulting,Admit
4640,Female,False,3.25,STEM,Asian,590.0,2.0,Technology,
4641,Female,False,3.02,Business,White,570.0,0.0,,
4642,Male,False,3.14,STEM,White,590.0,3.0,PE/VC,
4643,Female,True,3.18,Humanities,,640.0,3.0,Nonprofit/Gov,
4644,Male,False,3.09,STEM,Hispanic,640.0,1.0,Health Care,
4645,Female,False,3.49,Humanities,White,730.0,2.0,Nonprofit/Gov,
4646,Female,True,3.41,Humanities,,720.0,3.0,Technology,
4647,Male,True,3.26,Business,,670.0,2.0,Consulting,Admit
4648,Female,True,3.17,Humanities,,570.0,2.0,Consulting,
4649,Female,False,3.25,Humanities,White,690.0,3.0,Consulting,
4650,Male,False,3.37,Humanities,Black,700.0,2.0,Investment Banking,Admit
4651,Female,False,3.43,STEM,Asian,680.0,2.0,Consulting,Admit
4652,Male,False,3.24,Humanities,Hispanic,660.0,1.0,Investment Banking,
4653,Male,False,3.38,STEM,White,700.0,2.0,PE/VC,Admit
4654,Male,False,3.28,STEM,Other,720.0,2.0,Financial Services,Admit
4655,Female,False,3.21,STEM,White,600.0,3.0,Consulting,
4656,Male,False,3.2,Business,Hispanic,660.0,2.0,PE/VC,
4657,Male,False,3.2,STEM,Black,680.0,2.0,Other,
4658,Male,False,3.26,STEM,Asian,730.0,4.0,Investment Banking,Admit
4659,Male,True,3.11,Business,,650.0,3.0,Nonprofit/Gov,
4660,Male,True,3.47,Humanities,,690.0,1.0,Consulting,Admit
4661,Male,True,3.38,Business,,570.0,2.0,Financial Services,
4662,Male,False,3.41,Business,White,700.0,2.0,Nonprofit/Gov,
4663,Male,False,3.42,Humanities,Asian,720.0,2.0,Consulting,Admit
4664,Male,False,3.1,STEM,Hispanic,640.0,2.0,Consulting,
4665,Male,True,3.06,STEM,,600.0,2.0,Nonprofit/Gov,
4666,Female,False,3.45,Humanities,Black,640.0,2.0,Nonprofit/Gov,
4667,Female,True,2.96,Humanities,,610.0,1.0,Technology,
4668,Male,False,3.24,Business,Hispanic,690.0,2.0,Financial Services,Admit
4669,Male,False,2.91,Business,Black,570.0,2.0,Investment Management,
4670,Male,True,3.46,Humanities,,750.0,2.0,Technology,
4671,Male,False,3.19,Humanities,Black,610.0,2.0,Investment Banking,
4672,Female,False,3.22,Business,Other,610.0,3.0,Consulting,
4673,Male,False,3.41,Humanities,Hispanic,700.0,2.0,Consulting,
4674,Female,False,3.39,Business,Asian,710.0,1.0,Consulting,
4675,Male,False,3.3,STEM,White,620.0,2.0,Consulting,
4676,Male,False,3.18,Humanities,Black,610.0,3.0,PE/VC,
4677,Female,True,3.25,Humanities,,610.0,-0.0,,
4678,Female,False,3.24,Business,White,710.0,3.0,Consulting,
4679,Male,False,3.36,Humanities,White,680.0,2.0,PE/VC,Admit
4680,Female,False,3.5,Humanities,Hispanic,610.0,2.0,Investment Management,
4681,Male,False,3.34,STEM,Black,650.0,4.0,Investment Banking,
4682,Male,False,3.35,Humanities,Other,650.0,3.0,Consulting,
4683,Female,False,3.32,Humanities,White,740.0,2.0,Technology,Admit
4684,Male,False,3.44,Business,Asian,690.0,1.0,Consulting,Admit
4685,Female,True,3.28,Humanities,,740.0,2.0,Consulting,
4686,Male,True,3.13,Humanities,,670.0,2.0,Consulting,
4687,Female,False,3.37,STEM,Asian,660.0,2.0,Technology,
4688,Male,False,3.11,Humanities,Hispanic,640.0,3.0,Consulting,
4689,Female,False,3.41,STEM,Black,640.0,3.0,Consulting,
4690,Male,True,2.89,Humanities,,570.0,2.0,PE/VC,
4691,Female,False,3.61,STEM,Asian,750.0,3.0,Investment Banking,Admit
4692,Male,True,3.08,Humanities,,640.0,3.0,Consulting,
4693,Male,False,3.0,Business,Asian,570.0,3.0,Retail,
4694,Female,False,3.29,Humanities,White,610.0,1.0,Other,
4695,Female,False,3.08,Humanities,Hispanic,610.0,1.0,Other,
4696,Male,False,3.04,STEM,Black,630.0,1.0,Consulting,
4697,Male,False,3.11,Business,White,610.0,-0.0,,
4698,Female,False,3.19,Humanities,White,610.0,0.0,,
4699,Male,False,2.96,STEM,Hispanic,680.0,2.0,PE/VC,
4700,Male,False,3.32,Business,Asian,680.0,1.0,Consulting,
4701,Female,True,3.1,STEM,,610.0,1.0,Technology,
4702,Female,True,3.42,Humanities,,720.0,2.0,Health Care,
4703,Male,True,3.06,Business,,630.0,2.0,PE/VC,
4704,Male,False,3.33,Business,White,710.0,2.0,Investment Banking,
4705,Male,False,3.2,STEM,Hispanic,640.0,1.0,Consulting,
4706,Male,True,3.42,Humanities,,720.0,2.0,Consulting,
4707,Male,False,3.29,Humanities,Black,680.0,-0.0,,Admit
4708,Male,False,3.24,Business,White,650.0,1.0,Other,
4709,Female,False,3.29,STEM,Hispanic,620.0,1.0,Technology,
4710,Male,False,3.19,STEM,Hispanic,650.0,2.0,Health Care,
4711,Male,False,3.13,Business,Black,590.0,1.0,Other,
4712,Female,True,3.08,STEM,,600.0,2.0,Technology,
4713,Female,True,3.19,Humanities,,610.0,1.0,Consulting,
4714,Male,True,3.25,Business,,650.0,3.0,Financial Services,
4715,Male,False,3.23,Humanities,Hispanic,620.0,2.0,Technology,
4716,Female,False,3.08,Humanities,Hispanic,640.0,4.0,PE/VC,
4717,Male,False,3.24,Humanities,Black,570.0,1.0,Consulting,
4718,Male,False,3.16,Humanities,Hispanic,600.0,2.0,PE/VC,
4719,Male,False,2.91,Business,Asian,590.0,2.0,Investment Banking,
4720,Male,False,3.28,Humanities,White,660.0,2.0,Consulting,Admit
4721,Male,True,3.02,Humanities,,630.0,2.0,PE/VC,
4722,Male,True,3.16,STEM,,740.0,0.0,,
4723,Female,False,2.96,STEM,Hispanic,600.0,2.0,Consulting,
4724,Male,False,3.21,STEM,Asian,610.0,2.0,Consulting,
4725,Male,False,3.12,STEM,Asian,650.0,3.0,Consulting,
4726,Female,False,3.23,STEM,Asian,580.0,3.0,Investment Banking,
4727,Female,False,3.53,Business,White,710.0,1.0,Consulting,
4728,Male,False,3.16,Business,Asian,630.0,3.0,Financial Services,
4729,Male,True,3.42,Humanities,,660.0,2.0,Consulting,Waitlist
4730,Male,False,3.2,STEM,Hispanic,640.0,3.0,Financial Services,
4731,Male,False,3.09,Humanities,Black,570.0,3.0,Technology,
4732,Male,True,3.11,STEM,,620.0,3.0,Nonprofit/Gov,
4733,Male,False,3.23,Humanities,Asian,570.0,4.0,Nonprofit/Gov,
4734,Female,False,3.01,Business,Black,680.0,3.0,Consulting,
4735,Female,True,3.26,Humanities,,580.0,1.0,Technology,
4736,Female,False,3.03,STEM,White,620.0,2.0,Financial Services,
4737,Male,False,3.35,Business,White,630.0,4.0,Nonprofit/Gov,
4738,Female,False,2.93,STEM,Black,570.0,2.0,Consulting,
4739,Male,False,3.16,Business,Asian,670.0,0.0,,
4740,Female,False,3.13,Humanities,Hispanic,610.0,2.0,Investment Banking,
4741,Male,False,3.32,Humanities,Black,640.0,3.0,Financial Services,
4742,Male,False,3.13,Humanities,Black,670.0,2.0,Nonprofit/Gov,
4743,Male,False,3.03,Business,Black,570.0,1.0,PE/VC,
4744,Male,False,3.36,STEM,Asian,680.0,0.0,,
4745,Female,True,3.12,Humanities,,680.0,2.0,Nonprofit/Gov,
4746,Male,False,3.33,Humanities,White,720.0,1.0,Investment Management,Admit
4747,Female,False,3.38,STEM,Asian,680.0,2.0,Investment Banking,
4748,Male,False,3.26,STEM,Asian,630.0,2.0,Consulting,
4749,Male,False,3.11,STEM,White,640.0,2.0,Consulting,
4750,Male,False,3.55,STEM,Asian,760.0,3.0,Consulting,Admit
4751,Female,False,3.0,Humanities,Asian,600.0,2.0,Consulting,
4752,Male,True,3.57,STEM,,770.0,3.0,Health Care,Admit
4753,Male,True,3.24,STEM,,750.0,4.0,PE/VC,
4754,Male,False,3.29,Humanities,White,730.0,2.0,PE/VC,
4755,Female,False,3.55,STEM,White,660.0,1.0,Other,
4756,Female,False,3.38,Business,Black,690.0,-0.0,,
4757,Male,False,3.1,Business,Asian,590.0,4.0,Technology,
4758,Male,False,3.32,STEM,White,660.0,1.0,Health Care,Admit
4759,Male,False,3.17,Humanities,Asian,590.0,0.0,,
4760,Male,False,3.13,Humanities,White,720.0,1.0,Technology,
4761,Female,False,3.22,Humanities,Asian,670.0,2.0,Consulting,Admit
4762,Male,False,3.34,Business,Black,720.0,2.0,Nonprofit/Gov,
4763,Male,False,3.37,Business,Hispanic,700.0,3.0,Technology,
4764,Female,False,3.21,STEM,Asian,630.0,3.0,Consulting,
4765,Male,False,3.37,Humanities,White,660.0,1.0,Technology,Admit
4766,Male,False,3.3,STEM,White,660.0,3.0,Consulting,
4767,Male,False,3.21,Business,Asian,580.0,3.0,PE/VC,
4768,Female,True,3.03,Humanities,,610.0,1.0,Consulting,
4769,Male,False,3.43,Humanities,Hispanic,670.0,2.0,Consulting,
4770,Male,False,3.18,Business,Hispanic,610.0,2.0,Consulting,
4771,Female,False,3.06,Humanities,Asian,650.0,1.0,PE/VC,
4772,Female,False,3.11,Humanities,Asian,590.0,2.0,Other,
4773,Male,True,3.26,STEM,,590.0,2.0,PE/VC,
4774,Male,False,3.24,STEM,Asian,590.0,1.0,Other,
4775,Female,True,3.26,Business,,640.0,4.0,Technology,
4776,Female,False,3.34,Humanities,White,660.0,2.0,Health Care,
4777,Female,False,3.15,Humanities,Hispanic,680.0,2.0,Consulting,
4778,Male,False,3.2,Humanities,White,700.0,3.0,PE/VC,
4779,Female,True,3.2,Humanities,,650.0,2.0,Consulting,
4780,Female,True,3.36,Humanities,,750.0,2.0,Technology,
4781,Male,True,3.21,STEM,,570.0,1.0,Investment Management,
4782,Male,True,3.31,Humanities,,720.0,3.0,Consulting,
4783,Male,True,3.38,STEM,,710.0,2.0,PE/VC,
4784,Male,False,3.31,Business,White,680.0,3.0,Technology,Admit
4785,Male,False,3.44,Business,White,710.0,2.0,Technology,Admit
4786,Female,True,3.19,Business,,700.0,2.0,Media/Entertainment,
4787,Male,False,3.2,Humanities,Asian,610.0,1.0,Investment Banking,
4788,Male,False,3.04,Humanities,White,570.0,1.0,Investment Banking,
4789,Female,False,3.3,Humanities,White,680.0,1.0,Nonprofit/Gov,
4790,Male,True,3.21,STEM,,570.0,1.0,Consulting,
4791,Male,False,3.26,STEM,Hispanic,670.0,1.0,Consulting,
4792,Male,False,2.84,Humanities,White,580.0,2.0,Technology,
4793,Female,False,3.25,Humanities,Asian,650.0,2.0,Nonprofit/Gov,
4794,Female,False,3.27,STEM,Hispanic,730.0,3.0,PE/VC,
4795,Male,False,3.21,STEM,White,630.0,2.0,Technology,
4796,Male,False,3.14,STEM,Other,620.0,1.0,Consulting,
4797,Female,True,3.21,Business,,660.0,4.0,Consulting,
4798,Male,False,3.32,Humanities,Asian,640.0,1.0,Other,
4799,Female,False,3.17,STEM,Black,630.0,2.0,Other,
4800,Female,False,3.01,Business,Black,570.0,2.0,Nonprofit/Gov,
4801,Male,False,3.0,STEM,Hispanic,570.0,3.0,Technology,
4802,Female,True,3.45,STEM,,780.0,2.0,Other,
4803,Male,True,3.27,Business,,740.0,0.0,,Admit
4804,Male,True,3.17,Humanities,,570.0,0.0,,
4805,Male,False,2.91,Humanities,Other,600.0,2.0,Consulting,
4806,Female,False,3.18,Humanities,White,600.0,3.0,Health Care,
4807,Male,False,3.33,STEM,Asian,630.0,2.0,Health Care,
4808,Female,False,3.38,STEM,Asian,670.0,3.0,PE/VC,
4809,Female,False,3.44,Humanities,Black,670.0,3.0,Investment Banking,
4810,Male,True,3.66,Business,,630.0,1.0,Other,
4811,Male,False,3.41,STEM,Hispanic,700.0,1.0,Consulting,
4812,Female,False,3.38,Business,White,730.0,3.0,Consulting,
4813,Female,False,3.35,Business,White,720.0,2.0,PE/VC,
4814,Male,False,3.27,Humanities,Black,590.0,2.0,Consulting,
4815,Male,True,3.24,Business,,640.0,3.0,Technology,
4816,Female,False,3.4,Business,White,630.0,0.0,,
4817,Male,True,3.35,Humanities,,670.0,2.0,Consulting,
4818,Male,False,3.06,Business,Asian,610.0,5.0,Technology,
4819,Male,False,3.24,Humanities,White,570.0,3.0,Health Care,
4820,Male,False,3.25,Business,Asian,700.0,2.0,Investment Banking,
4821,Male,False,3.17,Business,White,620.0,1.0,Technology,
4822,Male,True,3.16,Humanities,,740.0,3.0,Financial Services,
4823,Male,True,3.48,STEM,,720.0,2.0,Investment Banking,
4824,Male,False,3.34,STEM,Asian,740.0,3.0,Technology,
4825,Female,False,3.29,STEM,Black,600.0,1.0,Nonprofit/Gov,
4826,Female,True,3.21,Humanities,,660.0,2.0,Retail,
4827,Female,True,3.19,STEM,,630.0,4.0,PE/VC,
4828,Male,False,3.09,Humanities,Asian,600.0,3.0,Other,
4829,Male,False,3.41,STEM,Asian,680.0,1.0,Consulting,
4830,Female,False,3.29,STEM,Black,570.0,4.0,Consulting,
4831,Female,True,3.26,Humanities,,620.0,2.0,Other,
4832,Male,False,3.2,STEM,White,630.0,2.0,PE/VC,
4833,Female,True,2.98,Humanities,,600.0,3.0,Other,
4834,Male,False,3.33,Humanities,Asian,640.0,2.0,Consulting,
4835,Female,True,3.17,Business,,710.0,2.0,Nonprofit/Gov,
4836,Male,False,3.41,Humanities,White,600.0,3.0,Investment Management,
4837,Male,True,3.08,Business,,640.0,4.0,Technology,
4838,Male,True,3.31,Humanities,,730.0,2.0,Technology,Admit
4839,Male,True,3.57,Business,,700.0,3.0,Consulting,Admit
4840,Female,False,3.14,Humanities,Hispanic,580.0,2.0,Consulting,
4841,Male,False,3.07,Business,Other,570.0,2.0,Consulting,
4842,Female,True,3.18,Business,,600.0,3.0,Consulting,
4843,Male,False,3.46,Humanities,Asian,710.0,1.0,PE/VC,Admit
4844,Female,False,3.08,STEM,White,570.0,1.0,Other,
4845,Male,False,3.42,STEM,White,760.0,1.0,Consulting,
4846,Male,False,3.46,Business,White,710.0,2.0,Nonprofit/Gov,
4847,Female,True,3.33,Business,,700.0,4.0,Consulting,
4848,Male,True,3.05,STEM,,690.0,1.0,Nonprofit/Gov,
4849,Female,False,3.5,Humanities,White,660.0,5.0,Other,Admit
4850,Female,True,3.26,STEM,,770.0,1.0,Technology,
4851,Male,False,3.42,Humanities,Black,670.0,-0.0,,
4852,Female,True,3.33,STEM,,660.0,4.0,Real Estate,
4853,Male,True,3.35,STEM,,650.0,1.0,Other,
4854,Male,False,3.06,Humanities,White,580.0,2.0,Consulting,
4855,Female,False,3.33,STEM,Hispanic,690.0,3.0,Technology,Admit
4856,Male,False,3.36,Business,Hispanic,680.0,1.0,PE/VC,
4857,Male,True,3.14,Humanities,,650.0,1.0,Investment Management,
4858,Male,True,3.23,STEM,,680.0,2.0,Investment Banking,Admit
4859,Male,True,3.2,Humanities,,640.0,-0.0,,
4860,Male,True,3.3,Business,,690.0,3.0,Consulting,
4861,Male,False,2.95,Humanities,White,570.0,3.0,Financial Services,
4862,Male,True,3.52,STEM,,680.0,1.0,PE/VC,
4863,Male,False,3.23,Humanities,Asian,630.0,3.0,Consulting,
4864,Male,False,3.32,Business,Black,630.0,3.0,Other,
4865,Male,False,3.22,STEM,Black,650.0,4.0,Financial Services,
4866,Male,False,3.16,STEM,Black,570.0,3.0,Technology,
4867,Female,False,3.05,Business,White,610.0,1.0,PE/VC,
4868,Male,True,3.35,Humanities,,700.0,2.0,PE/VC,
4869,Male,False,3.05,STEM,White,600.0,1.0,Consulting,
4870,Female,False,3.03,Business,Asian,570.0,2.0,PE/VC,
4871,Male,False,3.4,Business,White,630.0,2.0,Financial Services,
4872,Male,False,3.16,Humanities,Asian,610.0,-1.0,,
4873,Male,False,3.18,STEM,Black,640.0,2.0,PE/VC,
4874,Female,False,3.15,Business,White,670.0,2.0,Financial Services,
4875,Male,False,3.4,Business,White,650.0,1.0,Technology,
4876,Male,False,3.22,Humanities,White,610.0,2.0,PE/VC,
4877,Male,True,3.22,Humanities,,700.0,2.0,Consulting,Admit
4878,Male,True,3.35,Humanities,,670.0,2.0,Investment Banking,
4879,Male,True,3.06,Humanities,,610.0,2.0,Consulting,
4880,Female,False,3.41,STEM,White,640.0,3.0,Financial Services,
4881,Female,False,3.28,Business,White,690.0,2.0,Nonprofit/Gov,
4882,Male,False,3.56,Business,White,700.0,1.0,Nonprofit/Gov,
4883,Male,False,3.19,Business,Other,730.0,3.0,Consulting,
4884,Female,False,3.1,Humanities,Black,580.0,0.0,,
4885,Female,True,3.34,Business,,660.0,2.0,Other,Admit
4886,Female,True,3.3,STEM,,690.0,4.0,PE/VC,
4887,Female,False,3.26,Humanities,Hispanic,660.0,2.0,Consulting,Admit
4888,Male,False,3.14,Humanities,White,610.0,1.0,CPG,
4889,Male,True,3.22,Humanities,,640.0,1.0,PE/VC,
4890,Male,False,3.3,Humanities,Asian,660.0,3.0,Nonprofit/Gov,
4891,Male,False,3.11,Humanities,Other,620.0,2.0,PE/VC,
4892,Female,False,2.94,Humanities,Hispanic,610.0,2.0,Technology,
4893,Male,False,3.27,Humanities,White,660.0,-0.0,,Admit
4894,Male,True,3.66,Humanities,,780.0,2.0,Consulting,
4895,Female,False,3.26,Business,White,680.0,4.0,Investment Banking,Admit
4896,Male,False,3.16,Business,Asian,570.0,2.0,Consulting,
4897,Male,False,3.42,Business,Hispanic,640.0,1.0,Consulting,
4898,Female,True,3.17,Humanities,,600.0,3.0,Financial Services,
4899,Male,False,3.18,STEM,Asian,580.0,2.0,Technology,
4900,Male,True,2.97,STEM,,570.0,2.0,PE/VC,
4901,Male,True,3.34,Humanities,,660.0,2.0,Consulting,Waitlist
4902,Male,True,3.5,Humanities,,720.0,2.0,PE/VC,
4903,Male,False,3.2,Humanities,Other,640.0,2.0,PE/VC,
4904,Female,True,3.13,Business,,660.0,2.0,Other,
4905,Male,True,3.37,Business,,720.0,1.0,Other,Admit
4906,Male,False,3.54,Humanities,White,730.0,2.0,Consulting,Admit
4907,Male,True,3.02,Business,,700.0,1.0,PE/VC,
4908,Female,True,3.31,Humanities,,720.0,3.0,Consulting,Admit
4909,Male,False,3.46,Business,Black,740.0,-0.0,,
4910,Male,False,3.29,Humanities,Black,650.0,1.0,Other,
4911,Female,True,3.12,Humanities,,630.0,1.0,Consulting,
4912,Male,False,3.48,STEM,White,740.0,3.0,Consulting,
4913,Male,True,3.4,STEM,,680.0,1.0,Investment Management,
4914,Male,False,3.22,Humanities,Asian,630.0,2.0,Investment Banking,
4915,Male,False,3.34,Business,Hispanic,670.0,1.0,Consulting,
4916,Male,False,3.43,STEM,White,730.0,1.0,Investment Banking,Admit
4917,Female,False,3.49,Humanities,White,660.0,2.0,Consulting,
4918,Male,False,3.17,STEM,Hispanic,670.0,2.0,Nonprofit/Gov,
4919,Female,False,3.09,Humanities,Hispanic,570.0,3.0,Consulting,
4920,Male,False,3.24,Business,White,630.0,3.0,Consulting,
4921,Female,True,2.93,STEM,,650.0,2.0,Other,
4922,Female,False,3.29,Business,Black,610.0,2.0,PE/VC,
4923,Male,False,3.08,STEM,Black,630.0,2.0,Consulting,
4924,Male,False,2.99,Business,White,580.0,2.0,Investment Banking,
4925,Male,True,3.23,Business,,690.0,3.0,Technology,Admit
4926,Female,False,3.33,STEM,Asian,660.0,1.0,Consulting,
4927,Male,False,3.33,Humanities,Asian,630.0,2.0,PE/VC,
4928,Female,False,3.23,Business,Black,710.0,2.0,Investment Banking,
4929,Male,False,3.51,STEM,Black,640.0,3.0,Other,
4930,Female,False,3.12,STEM,Asian,650.0,1.0,Other,
4931,Male,False,3.39,STEM,White,700.0,3.0,Consulting,Admit
4932,Male,False,3.35,Humanities,White,750.0,1.0,Technology,
4933,Male,False,3.31,Business,White,660.0,3.0,Investment Banking,
4934,Male,False,3.18,STEM,Asian,680.0,3.0,Investment Banking,
4935,Female,False,3.24,Business,Other,660.0,3.0,CPG,
4936,Male,False,3.05,STEM,Hispanic,610.0,3.0,Consulting,
4937,Male,False,3.43,STEM,Asian,730.0,2.0,Real Estate,
4938,Male,False,3.28,Humanities,White,630.0,2.0,Investment Banking,
4939,Male,False,3.5,Humanities,White,680.0,0.0,,
4940,Male,False,3.52,Humanities,Hispanic,670.0,2.0,Other,
4941,Male,False,3.46,Business,Asian,630.0,1.0,Health Care,
4942,Male,False,3.09,Humanities,Asian,610.0,2.0,Other,
4943,Male,False,3.16,Humanities,Other,570.0,2.0,Other,
4944,Female,True,3.22,Humanities,,640.0,2.0,Consulting,
4945,Female,False,3.09,Business,Black,710.0,2.0,Consulting,
4946,Male,True,3.11,Humanities,,570.0,2.0,Media/Entertainment,
4947,Female,False,3.45,Business,Black,600.0,1.0,Financial Services,
4948,Male,False,3.33,Humanities,Black,670.0,3.0,Consulting,
4949,Male,False,3.36,STEM,White,620.0,2.0,Consulting,
4950,Male,False,3.26,STEM,Asian,630.0,3.0,Consulting,
4951,Male,True,3.27,STEM,,670.0,2.0,Consulting,Admit
4952,Male,False,3.16,STEM,Hispanic,610.0,1.0,Technology,
4953,Female,False,3.29,Business,White,670.0,2.0,Technology,Admit
4954,Male,False,3.21,Humanities,White,630.0,2.0,Consulting,
4955,Female,False,3.14,Business,Black,590.0,3.0,Nonprofit/Gov,
4956,Female,False,3.31,Humanities,White,620.0,3.0,Investment Banking,
4957,Male,False,3.33,Humanities,Black,660.0,2.0,Consulting,
4958,Male,False,3.15,Business,Black,660.0,2.0,Financial Services,
4959,Male,False,3.17,STEM,Hispanic,670.0,1.0,Technology,
4960,Female,True,3.33,Humanities,,660.0,2.0,Investment Banking,
4961,Female,False,3.24,Business,Asian,690.0,2.0,Nonprofit/Gov,
4962,Male,False,3.08,Humanities,Asian,630.0,1.0,Nonprofit/Gov,
4963,Male,False,3.17,STEM,White,670.0,3.0,Consulting,
4964,Female,False,2.96,STEM,Asian,590.0,3.0,Consulting,
4965,Female,True,3.27,Humanities,,700.0,2.0,Consulting,
4966,Male,True,3.33,Humanities,,700.0,2.0,PE/VC,
4967,Male,False,2.99,Humanities,White,650.0,2.0,Financial Services,
4968,Male,True,3.25,STEM,,650.0,1.0,Consulting,
4969,Female,True,3.24,Humanities,,690.0,2.0,Technology,Admit
4970,Female,True,3.46,Humanities,,670.0,1.0,PE/VC,
4971,Male,True,3.28,Humanities,,660.0,2.0,Health Care,Admit
4972,Female,False,3.24,Business,Asian,630.0,1.0,Investment Management,
4973,Male,False,3.42,STEM,Hispanic,670.0,3.0,Technology,Admit
4974,Male,False,2.96,Humanities,White,620.0,2.0,Consulting,
4975,Female,True,3.23,Humanities,,640.0,1.0,Technology,
4976,Male,True,3.25,Humanities,,650.0,4.0,Consulting,
4977,Female,False,3.01,STEM,White,570.0,3.0,Consulting,
4978,Female,False,3.55,STEM,Black,660.0,1.0,Technology,Admit
4979,Male,True,3.27,STEM,,640.0,2.0,Consulting,
4980,Female,False,3.24,STEM,Asian,760.0,1.0,Health Care,Admit
4981,Female,False,3.23,Humanities,Other,630.0,3.0,Retail,
4982,Male,True,3.32,Humanities,,690.0,1.0,PE/VC,
4983,Male,False,2.98,Business,Hispanic,600.0,3.0,Nonprofit/Gov,
4984,Male,False,3.35,Business,Black,670.0,4.0,PE/VC,
4985,Female,False,3.24,Business,White,640.0,1.0,Consulting,
4986,Female,True,3.41,Humanities,,610.0,2.0,Real Estate,
4987,Male,False,3.27,Humanities,White,700.0,2.0,Retail,
4988,Male,False,3.13,STEM,Asian,620.0,2.0,Investment Banking,
4989,Female,False,3.42,Business,White,610.0,2.0,Investment Banking,
4990,Male,False,3.28,STEM,White,680.0,3.0,PE/VC,Admit
4991,Male,False,3.1,Humanities,White,640.0,2.0,PE/VC,
4992,Male,False,3.35,Humanities,Asian,680.0,-1.0,,
4993,Male,False,3.25,STEM,White,710.0,2.0,Technology,Admit
4994,Male,True,3.09,Business,,650.0,2.0,Energy,
4995,Male,False,3.15,Humanities,Hispanic,660.0,2.0,Consulting,
4996,Female,True,3.4,Business,,710.0,0.0,,
4997,Female,True,3.25,Business,,610.0,2.0,PE/VC,
4998,Male,False,3.21,Humanities,White,680.0,2.0,Consulting,
4999,Male,False,2.92,Humanities,Black,590.0,1.0,Technology,
5000,Female,True,3.22,Humanities,,610.0,3.0,Consulting,
5001,Female,False,3.19,STEM,Hispanic,610.0,2.0,PE/VC,
5002,Male,False,3.36,Humanities,Black,720.0,2.0,Consulting,Waitlist
5003,Female,True,3.55,Business,,710.0,0.0,,Admit
5004,Female,False,3.32,Humanities,Black,660.0,3.0,Nonprofit/Gov,
5005,Male,False,3.25,Business,Black,570.0,0.0,,
5006,Male,False,3.51,Business,Black,660.0,3.0,Investment Banking,
5007,Male,False,3.18,Business,White,650.0,2.0,Consulting,
5008,Female,True,3.51,STEM,,760.0,3.0,Other,Admit
5009,Male,False,2.99,Business,White,580.0,2.0,Technology,
5010,Male,True,3.24,STEM,,610.0,1.0,Media/Entertainment,
5011,Female,False,3.22,Business,Hispanic,680.0,2.0,Health Care,Admit
5012,Female,False,3.28,Business,Other,580.0,2.0,Technology,
5013,Female,True,3.3,Humanities,,620.0,1.0,Technology,
5014,Male,False,3.5,Humanities,White,760.0,2.0,Consulting,
5015,Male,False,3.3,Humanities,Asian,670.0,3.0,Nonprofit/Gov,
5016,Male,True,3.62,Business,,780.0,1.0,PE/VC,
5017,Female,False,3.39,STEM,Asian,670.0,2.0,Financial Services,
5018,Female,False,3.34,Business,Asian,700.0,2.0,PE/VC,
5019,Female,False,3.41,STEM,Black,650.0,3.0,Technology,
5020,Male,False,3.12,Humanities,Black,610.0,1.0,Consulting,
5021,Male,True,3.48,Humanities,,770.0,2.0,PE/VC,
5022,Male,False,3.25,Business,White,640.0,2.0,Energy,
5023,Male,False,3.22,STEM,Asian,620.0,2.0,Consulting,
5024,Female,False,3.24,Humanities,Asian,640.0,3.0,Investment Banking,
5025,Male,False,3.04,STEM,Other,700.0,0.0,,
5026,Male,True,3.11,STEM,,570.0,3.0,Consulting,
5027,Male,True,3.27,Business,,670.0,1.0,Nonprofit/Gov,
5028,Male,False,3.43,Humanities,Asian,670.0,3.0,PE/VC,
5029,Male,False,2.87,Humanities,White,570.0,2.0,Nonprofit/Gov,
5030,Male,False,3.15,Humanities,Asian,730.0,2.0,Investment Banking,
5031,Female,True,3.32,Humanities,,660.0,2.0,Technology,
5032,Male,True,3.27,STEM,,640.0,1.0,Other,
5033,Male,False,3.38,STEM,Black,620.0,2.0,Technology,
5034,Male,False,3.11,Humanities,White,640.0,2.0,Consulting,
5035,Female,False,3.35,Business,Black,630.0,2.0,Health Care,
5036,Female,False,3.41,STEM,White,670.0,1.0,Investment Management,
5037,Male,False,2.93,Humanities,Asian,630.0,3.0,Health Care,
5038,Male,False,2.95,Humanities,White,570.0,1.0,Investment Management,
5039,Male,False,3.24,Humanities,White,600.0,2.0,Investment Banking,
5040,Female,False,3.16,STEM,Black,630.0,3.0,Other,
5041,Male,True,3.54,STEM,,670.0,1.0,Consulting,
5042,Male,False,3.35,Humanities,White,610.0,1.0,Consulting,
5043,Female,True,3.18,Humanities,,630.0,3.0,Technology,
5044,Male,True,3.12,STEM,,640.0,2.0,Consulting,
5045,Male,True,3.18,Humanities,,640.0,2.0,Other,
5046,Male,False,3.27,STEM,White,720.0,2.0,Financial Services,Admit
5047,Male,True,3.3,Humanities,,670.0,0.0,,Admit
5048,Male,True,3.13,Humanities,,640.0,2.0,Nonprofit/Gov,
5049,Female,False,3.14,Business,Other,590.0,2.0,Consulting,
5050,Female,False,3.38,Humanities,Asian,650.0,2.0,Consulting,
5051,Male,False,3.35,Humanities,White,660.0,1.0,PE/VC,
5052,Male,False,3.48,Business,Other,740.0,4.0,Investment Banking,Admit
5053,Male,False,3.22,Business,Asian,630.0,3.0,PE/VC,
